INDUSTRY,QUARTER,YEAR,ACTION,VALUE_%
Textiles,3,2015,UNDER_UTILISATION,29.3
Textiles,4,2015,UNDER_UTILISATION,29.2
Textiles,1,2016,UNDER_UTILISATION,30.2
Textiles,2,2016,UNDER_UTILISATION,32.0
Textiles,3,2016,UNDER_UTILISATION,31.8
Textiles,4,2016,UNDER_UTILISATION,30.5
Textiles,1,2017,UNDER_UTILISATION,34.0
Textiles,2,2017,UNDER_UTILISATION,34.3
Textiles,3,2017,UNDER_UTILISATION,34.8
Textiles,4,2017,UNDER_UTILISATION,33.4
Textiles,1,2018,UNDER_UTILISATION,34.6
Textiles,2,2018,UNDER_UTILISATION,34.0
Textiles,3,2018,UNDER_UTILISATION,33.6
Textiles,4,2018,UNDER_UTILISATION,31.5
Textiles,1,2019,UNDER_UTILISATION,32.3
Textiles,2,2019,UNDER_UTILISATION,33.9
Textiles,3,2019,UNDER_UTILISATION,33.9
Textiles,4,2019,UNDER_UTILISATION,33.3
Textiles,1,2020,UNDER_UTILISATION,34.0
Textiles,2,2020,UNDER_UTILISATION,45.0
Textiles,3,2020,UNDER_UTILISATION,45.5
Textiles,4,2020,UNDER_UTILISATION,34.0
Textiles,1,2021,UNDER_UTILISATION,34.7
Textiles,2,2021,UNDER_UTILISATION,32.7
Textiles,3,2021,UNDER_UTILISATION,33.7
Textiles,4,2021,UNDER_UTILISATION,34.3
Wearing apparel,4,2003,UNDER_UTILISATION,9.3
Wearing apparel,1,2004,UNDER_UTILISATION,8.4
Wearing apparel,2,2004,UNDER_UTILISATION,8.3
Wearing apparel,3,2004,UNDER_UTILISATION,6.0
Wearing apparel,4,2004,UNDER_UTILISATION,7.1
Wearing apparel,1,2005,UNDER_UTILISATION,16.9
Wearing apparel,2,2005,UNDER_UTILISATION,19.2
Wearing apparel,3,2005,UNDER_UTILISATION,18.2
Wearing apparel,4,2005,UNDER_UTILISATION,15.5
Wearing apparel,1,2006,UNDER_UTILISATION,19.5
Wearing apparel,2,2006,UNDER_UTILISATION,17.0
Wearing apparel,3,2006,UNDER_UTILISATION,15.9
Wearing apparel,4,2006,UNDER_UTILISATION,13.1
Wearing apparel,1,2007,UNDER_UTILISATION,17.0
Wearing apparel,2,2007,UNDER_UTILISATION,18.7
Wearing apparel,3,2007,UNDER_UTILISATION,16.6
Wearing apparel,4,2007,UNDER_UTILISATION,15.1
Wearing apparel,1,2008,UNDER_UTILISATION,16.8
Wearing apparel,2,2008,UNDER_UTILISATION,16.8
Wearing apparel,3,2008,UNDER_UTILISATION,17.3
Wearing apparel,4,2008,UNDER_UTILISATION,18.7
Wearing apparel,1,2009,UNDER_UTILISATION,19.7
Wearing apparel,2,2009,UNDER_UTILISATION,19.6
Wearing apparel,3,2009,UNDER_UTILISATION,21.3
Wearing apparel,4,2009,UNDER_UTILISATION,19.8
Wearing apparel,1,2010,UNDER_UTILISATION,24.0
Wearing apparel,2,2010,UNDER_UTILISATION,23.6
Wearing apparel,3,2010,UNDER_UTILISATION,23.3
Wearing apparel,4,2010,UNDER_UTILISATION,20.7
Wearing apparel,1,2011,UNDER_UTILISATION,23.3
Wearing apparel,2,2011,UNDER_UTILISATION,20.3
Wearing apparel,3,2011,UNDER_UTILISATION,22.8
Wearing apparel,4,2011,UNDER_UTILISATION,19.1
Wearing apparel,1,2012,UNDER_UTILISATION,22.5
Wearing apparel,2,2012,UNDER_UTILISATION,22.7
Wearing apparel,3,2012,UNDER_UTILISATION,19.2
Wearing apparel,4,2012,UNDER_UTILISATION,14.0
Wearing apparel,1,2013,UNDER_UTILISATION,19.1
Wearing apparel,2,2013,UNDER_UTILISATION,18.4
Wearing apparel,3,2013,UNDER_UTILISATION,19.6
Wearing apparel,4,2013,UNDER_UTILISATION,18.3
Wearing apparel,1,2014,UNDER_UTILISATION,20.0
Wearing apparel,2,2014,UNDER_UTILISATION,22.4
Wearing apparel,3,2014,UNDER_UTILISATION,20.9
Wearing apparel,4,2014,UNDER_UTILISATION,19.5
Wearing apparel,1,2015,UNDER_UTILISATION,20.6
Wearing apparel,2,2015,UNDER_UTILISATION,21.1
Wearing apparel,3,2015,UNDER_UTILISATION,21.1
Wearing apparel,4,2015,UNDER_UTILISATION,20.7
Wearing apparel,1,2016,UNDER_UTILISATION,21.7
Wearing apparel,2,2016,UNDER_UTILISATION,23.0
Wearing apparel,3,2016,UNDER_UTILISATION,23.0
Wearing apparel,4,2016,UNDER_UTILISATION,23.1
Wearing apparel,1,2017,UNDER_UTILISATION,24.2
Wearing apparel,2,2017,UNDER_UTILISATION,24.9
Wearing apparel,3,2017,UNDER_UTILISATION,25.2
Wearing apparel,4,2017,UNDER_UTILISATION,24.3
Wearing apparel,1,2018,UNDER_UTILISATION,24.4
Wearing apparel,2,2018,UNDER_UTILISATION,25.2
Wearing apparel,3,2018,UNDER_UTILISATION,25.4
Wearing apparel,4,2018,UNDER_UTILISATION,25.1
Wearing apparel,1,2019,UNDER_UTILISATION,24.2
Wearing apparel,2,2019,UNDER_UTILISATION,24.9
Wearing apparel,3,2019,UNDER_UTILISATION,25.2
Wearing apparel,4,2019,UNDER_UTILISATION,24.7
Wearing apparel,1,2020,UNDER_UTILISATION,24.8
Wearing apparel,2,2020,UNDER_UTILISATION,68.2
Wearing apparel,3,2020,UNDER_UTILISATION,43.1
Wearing apparel,4,2020,UNDER_UTILISATION,26.2
Wearing apparel,1,2021,UNDER_UTILISATION,26.5
Wearing apparel,2,2021,UNDER_UTILISATION,27.6
Wearing apparel,3,2021,UNDER_UTILISATION,28.5
Wearing apparel,4,2021,UNDER_UTILISATION,27.1
Leather,4,2003,UNDER_UTILISATION,13.0
Leather,1,2004,UNDER_UTILISATION,15.3
Leather,2,2004,UNDER_UTILISATION,19.3
Leather,3,2004,UNDER_UTILISATION,17.9
Leather,4,2004,UNDER_UTILISATION,17.4
Leather,1,2005,UNDER_UTILISATION,24.6
Leather,2,2005,UNDER_UTILISATION,19.6
Leather,3,2005,UNDER_UTILISATION,20.1
Leather,4,2005,UNDER_UTILISATION,18.3
Leather,1,2006,UNDER_UTILISATION,18.4
Leather,2,2006,UNDER_UTILISATION,22.4
Leather,3,2006,UNDER_UTILISATION,27.5
Leather,4,2006,UNDER_UTILISATION,14.7
Leather,1,2007,UNDER_UTILISATION,19.8
Leather,2,2007,UNDER_UTILISATION,25.7
Leather,3,2007,UNDER_UTILISATION,24.2
Leather,4,2007,UNDER_UTILISATION,22.8
Leather,1,2008,UNDER_UTILISATION,21.5
Leather,2,2008,UNDER_UTILISATION,19.8
Leather,3,2008,UNDER_UTILISATION,22.2
Leather,4,2008,UNDER_UTILISATION,26.7
Leather,1,2009,UNDER_UTILISATION,29.6
Leather,2,2009,UNDER_UTILISATION,31.2
Leather,3,2009,UNDER_UTILISATION,28.7
Leather,4,2009,UNDER_UTILISATION,28.0
Leather,1,2010,UNDER_UTILISATION,27.2
Leather,2,2010,UNDER_UTILISATION,22.5
Leather,3,2010,UNDER_UTILISATION,33.3
Leather,4,2010,UNDER_UTILISATION,23.3
Leather,1,2011,UNDER_UTILISATION,23.5
Leather,2,2011,UNDER_UTILISATION,28.4
Leather,3,2011,UNDER_UTILISATION,36.0
Leather,4,2011,UNDER_UTILISATION,24.5
Leather,1,2012,UNDER_UTILISATION,28.1
Leather,2,2012,UNDER_UTILISATION,28.7
Leather,3,2012,UNDER_UTILISATION,35.4
Leather,4,2012,UNDER_UTILISATION,30.4
Leather,1,2013,UNDER_UTILISATION,36.4
Leather,2,2013,UNDER_UTILISATION,32.1
Leather,3,2013,UNDER_UTILISATION,31.0
Leather,4,2013,UNDER_UTILISATION,24.5
Leather,1,2014,UNDER_UTILISATION,29.3
Leather,2,2014,UNDER_UTILISATION,30.1
Leather,3,2014,UNDER_UTILISATION,37.3
Leather,4,2014,UNDER_UTILISATION,25.4
Leather,1,2015,UNDER_UTILISATION,29.7
Leather,2,2015,UNDER_UTILISATION,25.5
Leather,3,2015,UNDER_UTILISATION,25.5
Leather,4,2015,UNDER_UTILISATION,25.6
Leather,1,2016,UNDER_UTILISATION,25.3
Leather,2,2016,UNDER_UTILISATION,24.1
Leather,3,2016,UNDER_UTILISATION,28.2
Leather,4,2016,UNDER_UTILISATION,25.0
Leather,1,2017,UNDER_UTILISATION,25.4
Leather,2,2017,UNDER_UTILISATION,28.2
Leather,3,2017,UNDER_UTILISATION,29.5
Leather,4,2017,UNDER_UTILISATION,25.7
Leather,1,2018,UNDER_UTILISATION,25.8
Leather,2,2018,UNDER_UTILISATION,27.1
Leather,3,2018,UNDER_UTILISATION,30.3
Leather,4,2018,UNDER_UTILISATION,31.9
Leather,1,2019,UNDER_UTILISATION,38.9
Leather,2,2019,UNDER_UTILISATION,36.6
Leather,3,2019,UNDER_UTILISATION,38.4
Leather,4,2019,UNDER_UTILISATION,38.7
Leather,1,2020,UNDER_UTILISATION,39.2
Leather,2,2020,UNDER_UTILISATION,67.6
Leather,3,2020,UNDER_UTILISATION,43.3
Leather,4,2020,UNDER_UTILISATION,31.3
Leather,1,2021,UNDER_UTILISATION,36.2
Leather,2,2021,UNDER_UTILISATION,49.8
Leather,3,2021,UNDER_UTILISATION,43.8
Leather,4,2021,UNDER_UTILISATION,41.4
Footwear,4,2003,UNDER_UTILISATION,18.0
Footwear,1,2004,UNDER_UTILISATION,19.8
Footwear,2,2004,UNDER_UTILISATION,18.7
Footwear,3,2004,UNDER_UTILISATION,12.0
Footwear,4,2004,UNDER_UTILISATION,18.1
Footwear,1,2005,UNDER_UTILISATION,19.4
Footwear,2,2005,UNDER_UTILISATION,23.6
Footwear,3,2005,UNDER_UTILISATION,20.4
Footwear,4,2005,UNDER_UTILISATION,16.8
Footwear,1,2006,UNDER_UTILISATION,18.9
Footwear,2,2006,UNDER_UTILISATION,12.3
Footwear,3,2006,UNDER_UTILISATION,10.4
Footwear,4,2006,UNDER_UTILISATION,9.9
Footwear,1,2007,UNDER_UTILISATION,9.8
Footwear,2,2007,UNDER_UTILISATION,9.2
Footwear,3,2007,UNDER_UTILISATION,9.0
Footwear,4,2007,UNDER_UTILISATION,11.2
Footwear,1,2008,UNDER_UTILISATION,8.8
Footwear,2,2008,UNDER_UTILISATION,8.3
Footwear,3,2008,UNDER_UTILISATION,9.2
Footwear,4,2008,UNDER_UTILISATION,6.5
Footwear,1,2009,UNDER_UTILISATION,7.0
Footwear,2,2009,UNDER_UTILISATION,8.0
Footwear,3,2009,UNDER_UTILISATION,5.2
Footwear,4,2009,UNDER_UTILISATION,5.7
Footwear,1,2010,UNDER_UTILISATION,7.3
Footwear,2,2010,UNDER_UTILISATION,13.4
Footwear,3,2010,UNDER_UTILISATION,14.0
Footwear,4,2010,UNDER_UTILISATION,13.6
Footwear,1,2011,UNDER_UTILISATION,12.9
Footwear,2,2011,UNDER_UTILISATION,11.5
Footwear,3,2011,UNDER_UTILISATION,13.4
Footwear,4,2011,UNDER_UTILISATION,11.0
Footwear,1,2012,UNDER_UTILISATION,9.6
Footwear,2,2012,UNDER_UTILISATION,11.8
Footwear,3,2012,UNDER_UTILISATION,11.1
Footwear,4,2012,UNDER_UTILISATION,10.6
Footwear,1,2013,UNDER_UTILISATION,12.6
Footwear,2,2013,UNDER_UTILISATION,6.8
Footwear,3,2013,UNDER_UTILISATION,9.8
Footwear,4,2013,UNDER_UTILISATION,11.4
Footwear,1,2014,UNDER_UTILISATION,13.0
Footwear,2,2014,UNDER_UTILISATION,15.5
Footwear,3,2014,UNDER_UTILISATION,16.5
Footwear,4,2014,UNDER_UTILISATION,13.9
Footwear,1,2015,UNDER_UTILISATION,13.2
Footwear,2,2015,UNDER_UTILISATION,14.2
Footwear,3,2015,UNDER_UTILISATION,16.7
Footwear,4,2015,UNDER_UTILISATION,16.0
Footwear,1,2016,UNDER_UTILISATION,15.1
Footwear,2,2016,UNDER_UTILISATION,17.9
Footwear,3,2016,UNDER_UTILISATION,14.5
Footwear,4,2016,UNDER_UTILISATION,14.8
Footwear,1,2017,UNDER_UTILISATION,13.9
Footwear,2,2017,UNDER_UTILISATION,18.9
Footwear,3,2017,UNDER_UTILISATION,15.7
Footwear,4,2017,UNDER_UTILISATION,14.2
Footwear,1,2018,UNDER_UTILISATION,14.0
Footwear,2,2018,UNDER_UTILISATION,14.7
Footwear,3,2018,UNDER_UTILISATION,11.7
Footwear,4,2018,UNDER_UTILISATION,11.4
Footwear,1,2019,UNDER_UTILISATION,11.3
Footwear,2,2019,UNDER_UTILISATION,15.7
Footwear,3,2019,UNDER_UTILISATION,13.9
Footwear,4,2019,UNDER_UTILISATION,12.3
Footwear,1,2020,UNDER_UTILISATION,9.8
Footwear,2,2020,UNDER_UTILISATION,45.7
Footwear,3,2020,UNDER_UTILISATION,19.6
Footwear,4,2020,UNDER_UTILISATION,12.3
Footwear,1,2021,UNDER_UTILISATION,18.9
Footwear,2,2021,UNDER_UTILISATION,18.3
Footwear,3,2021,UNDER_UTILISATION,15.4
Footwear,4,2021,UNDER_UTILISATION,15.4
Wood and products of wood,4,2003,UNDER_UTILISATION,9.2
Wood and products of wood,1,2004,UNDER_UTILISATION,9.6
Wood and products of wood,2,2004,UNDER_UTILISATION,10.7
Wood and products of wood,3,2004,UNDER_UTILISATION,11.1
Wood and products of wood,4,2004,UNDER_UTILISATION,8.9
Wood and products of wood,1,2005,UNDER_UTILISATION,11.3
Wood and products of wood,2,2005,UNDER_UTILISATION,9.1
Wood and products of wood,3,2005,UNDER_UTILISATION,8.0
Wood and products of wood,4,2005,UNDER_UTILISATION,7.8
Wood and products of wood,1,2006,UNDER_UTILISATION,10.6
Wood and products of wood,2,2006,UNDER_UTILISATION,10.6
Wood and products of wood,3,2006,UNDER_UTILISATION,10.0
Wood and products of wood,4,2006,UNDER_UTILISATION,10.5
Wood and products of wood,1,2007,UNDER_UTILISATION,11.6
Wood and products of wood,2,2007,UNDER_UTILISATION,11.0
Wood and products of wood,3,2007,UNDER_UTILISATION,12.8
Wood and products of wood,4,2007,UNDER_UTILISATION,14.6
Wood and products of wood,1,2008,UNDER_UTILISATION,10.3
Wood and products of wood,2,2008,UNDER_UTILISATION,14.3
Wood and products of wood,3,2008,UNDER_UTILISATION,13.2
Wood and products of wood,4,2008,UNDER_UTILISATION,17.3
Wood and products of wood,1,2009,UNDER_UTILISATION,15.5
Wood and products of wood,2,2009,UNDER_UTILISATION,20.6
Wood and products of wood,3,2009,UNDER_UTILISATION,25.9
Wood and products of wood,4,2009,UNDER_UTILISATION,24.3
Wood and products of wood,1,2010,UNDER_UTILISATION,23.3
Wood and products of wood,2,2010,UNDER_UTILISATION,20.3
Wood and products of wood,3,2010,UNDER_UTILISATION,21.6
Wood and products of wood,4,2010,UNDER_UTILISATION,17.7
Wood and products of wood,1,2011,UNDER_UTILISATION,19.3
Wood and products of wood,2,2011,UNDER_UTILISATION,18.5
Wood and products of wood,3,2011,UNDER_UTILISATION,18.7
Wood and products of wood,4,2011,UNDER_UTILISATION,13.8
Wood and products of wood,1,2012,UNDER_UTILISATION,19.1
Wood and products of wood,2,2012,UNDER_UTILISATION,17.9
Wood and products of wood,3,2012,UNDER_UTILISATION,17.1
Wood and products of wood,4,2012,UNDER_UTILISATION,15.7
Wood and products of wood,1,2013,UNDER_UTILISATION,17.8
Wood and products of wood,2,2013,UNDER_UTILISATION,16.4
Wood and products of wood,3,2013,UNDER_UTILISATION,16.9
Wood and products of wood,4,2013,UNDER_UTILISATION,16.3
Wood and products of wood,1,2014,UNDER_UTILISATION,18.6
Wood and products of wood,2,2014,UNDER_UTILISATION,18.0
Wood and products of wood,3,2014,UNDER_UTILISATION,18.2
Wood and products of wood,4,2014,UNDER_UTILISATION,16.2
Wood and products of wood,1,2015,UNDER_UTILISATION,18.4
Wood and products of wood,2,2015,UNDER_UTILISATION,19.3
Wood and products of wood,3,2015,UNDER_UTILISATION,17.7
Wood and products of wood,4,2015,UNDER_UTILISATION,17.7
Wood and products of wood,1,2016,UNDER_UTILISATION,17.9
Wood and products of wood,2,2016,UNDER_UTILISATION,16.5
Wood and products of wood,3,2016,UNDER_UTILISATION,14.0
Wood and products of wood,4,2016,UNDER_UTILISATION,14.0
Wood and products of wood,1,2017,UNDER_UTILISATION,15.1
Wood and products of wood,2,2017,UNDER_UTILISATION,16.5
Wood and products of wood,3,2017,UNDER_UTILISATION,16.1
Wood and products of wood,4,2017,UNDER_UTILISATION,16.7
Wood and products of wood,1,2018,UNDER_UTILISATION,16.2
Wood and products of wood,2,2018,UNDER_UTILISATION,16.5
Wood and products of wood,3,2018,UNDER_UTILISATION,17.9
Wood and products of wood,4,2018,UNDER_UTILISATION,21.2
Wood and products of wood,1,2019,UNDER_UTILISATION,17.3
Wood and products of wood,2,2019,UNDER_UTILISATION,17.6
Wood and products of wood,3,2019,UNDER_UTILISATION,17.4
Wood and products of wood,4,2019,UNDER_UTILISATION,18.4
Wood and products of wood,1,2020,UNDER_UTILISATION,18.3
Wood and products of wood,2,2020,UNDER_UTILISATION,42.9
Wood and products of wood,3,2020,UNDER_UTILISATION,20.9
Wood and products of wood,4,2020,UNDER_UTILISATION,17.0
Wood and products of wood,1,2021,UNDER_UTILISATION,16.3
Wood and products of wood,2,2021,UNDER_UTILISATION,16.0
Wood and products of wood,3,2021,UNDER_UTILISATION,16.5
Wood and products of wood,4,2021,UNDER_UTILISATION,16.5
Paper and paper products,4,2003,UNDER_UTILISATION,11.0
Paper and paper products,1,2004,UNDER_UTILISATION,10.8
Paper and paper products,2,2004,UNDER_UTILISATION,13.0
Paper and paper products,3,2004,UNDER_UTILISATION,7.4
Paper and paper products,4,2004,UNDER_UTILISATION,9.0
Paper and paper products,1,2005,UNDER_UTILISATION,14.9
Paper and paper products,2,2005,UNDER_UTILISATION,15.2
Paper and paper products,3,2005,UNDER_UTILISATION,12.9
Paper and paper products,4,2005,UNDER_UTILISATION,11.2
Paper and paper products,1,2006,UNDER_UTILISATION,14.5
Paper and paper products,2,2006,UNDER_UTILISATION,12.5
Paper and paper products,3,2006,UNDER_UTILISATION,6.8
Paper and paper products,4,2006,UNDER_UTILISATION,7.2
Paper and paper products,1,2007,UNDER_UTILISATION,9.6
Paper and paper products,2,2007,UNDER_UTILISATION,8.6
Paper and paper products,3,2007,UNDER_UTILISATION,10.8
Paper and paper products,4,2007,UNDER_UTILISATION,6.5
Paper and paper products,1,2008,UNDER_UTILISATION,8.8
Paper and paper products,2,2008,UNDER_UTILISATION,8.2
Paper and paper products,3,2008,UNDER_UTILISATION,8.0
Paper and paper products,4,2008,UNDER_UTILISATION,7.2
Paper and paper products,1,2009,UNDER_UTILISATION,12.8
Paper and paper products,2,2009,UNDER_UTILISATION,11.9
Paper and paper products,3,2009,UNDER_UTILISATION,14.7
Paper and paper products,4,2009,UNDER_UTILISATION,11.7
Paper and paper products,1,2010,UNDER_UTILISATION,14.6
Paper and paper products,2,2010,UNDER_UTILISATION,12.6
Paper and paper products,3,2010,UNDER_UTILISATION,12.0
Paper and paper products,4,2010,UNDER_UTILISATION,10.9
Paper and paper products,1,2011,UNDER_UTILISATION,16.3
Paper and paper products,2,2011,UNDER_UTILISATION,15.8
Paper and paper products,3,2011,UNDER_UTILISATION,15.2
Paper and paper products,4,2011,UNDER_UTILISATION,11.0
Paper and paper products,1,2012,UNDER_UTILISATION,15.4
Paper and paper products,2,2012,UNDER_UTILISATION,14.6
Paper and paper products,3,2012,UNDER_UTILISATION,13.6
Paper and paper products,4,2012,UNDER_UTILISATION,11.9
Paper and paper products,1,2013,UNDER_UTILISATION,15.9
Paper and paper products,2,2013,UNDER_UTILISATION,15.5
Paper and paper products,3,2013,UNDER_UTILISATION,12.8
Paper and paper products,4,2013,UNDER_UTILISATION,11.3
Paper and paper products,1,2014,UNDER_UTILISATION,14.5
Paper and paper products,2,2014,UNDER_UTILISATION,13.6
Paper and paper products,3,2014,UNDER_UTILISATION,14.4
Paper and paper products,4,2014,UNDER_UTILISATION,12.0
Paper and paper products,1,2015,UNDER_UTILISATION,15.6
Paper and paper products,2,2015,UNDER_UTILISATION,16.4
Paper and paper products,3,2015,UNDER_UTILISATION,14.9
Paper and paper products,4,2015,UNDER_UTILISATION,13.3
Paper and paper products,1,2016,UNDER_UTILISATION,14.1
Paper and paper products,2,2016,UNDER_UTILISATION,14.6
Paper and paper products,3,2016,UNDER_UTILISATION,11.7
Paper and paper products,4,2016,UNDER_UTILISATION,11.5
Paper and paper products,1,2017,UNDER_UTILISATION,13.2
Paper and paper products,2,2017,UNDER_UTILISATION,13.2
Paper and paper products,3,2017,UNDER_UTILISATION,12.9
Paper and paper products,4,2017,UNDER_UTILISATION,12.3
Paper and paper products,1,2018,UNDER_UTILISATION,14.6
Paper and paper products,2,2018,UNDER_UTILISATION,13.0
Paper and paper products,3,2018,UNDER_UTILISATION,13.8
Paper and paper products,4,2018,UNDER_UTILISATION,12.8
Paper and paper products,1,2019,UNDER_UTILISATION,14.5
Paper and paper products,2,2019,UNDER_UTILISATION,13.9
Paper and paper products,3,2019,UNDER_UTILISATION,14.4
Paper and paper products,4,2019,UNDER_UTILISATION,14.1
Paper and paper products,1,2020,UNDER_UTILISATION,18.0
Paper and paper products,2,2020,UNDER_UTILISATION,26.3
Paper and paper products,3,2020,UNDER_UTILISATION,26.9
Paper and paper products,4,2020,UNDER_UTILISATION,14.7
Paper and paper products,1,2021,UNDER_UTILISATION,14.7
Paper and paper products,2,2021,UNDER_UTILISATION,13.4
Paper and paper products,3,2021,UNDER_UTILISATION,12.2
Paper and paper products,4,2021,UNDER_UTILISATION,12.9
Printing and publishing,4,2003,UNDER_UTILISATION,18.6
Printing and publishing,1,2004,UNDER_UTILISATION,23.2
Printing and publishing,2,2004,UNDER_UTILISATION,21.5
Printing and publishing,3,2004,UNDER_UTILISATION,18.1
Printing and publishing,4,2004,UNDER_UTILISATION,13.5
Printing and publishing,1,2005,UNDER_UTILISATION,16.1
Printing and publishing,2,2005,UNDER_UTILISATION,16.5
Printing and publishing,3,2005,UNDER_UTILISATION,15.3
Printing and publishing,4,2005,UNDER_UTILISATION,12.1
Printing and publishing,1,2006,UNDER_UTILISATION,16.0
Printing and publishing,2,2006,UNDER_UTILISATION,15.4
Printing and publishing,3,2006,UNDER_UTILISATION,14.9
Printing and publishing,4,2006,UNDER_UTILISATION,16.7
Printing and publishing,1,2007,UNDER_UTILISATION,19.0
Printing and publishing,2,2007,UNDER_UTILISATION,16.7
Printing and publishing,3,2007,UNDER_UTILISATION,16.8
Printing and publishing,4,2007,UNDER_UTILISATION,13.7
Printing and publishing,1,2008,UNDER_UTILISATION,18.7
Printing and publishing,2,2008,UNDER_UTILISATION,19.5
Printing and publishing,3,2008,UNDER_UTILISATION,16.9
Printing and publishing,4,2008,UNDER_UTILISATION,15.1
Printing and publishing,1,2009,UNDER_UTILISATION,19.8
Printing and publishing,2,2009,UNDER_UTILISATION,20.5
Printing and publishing,3,2009,UNDER_UTILISATION,21.2
Printing and publishing,4,2009,UNDER_UTILISATION,19.8
Printing and publishing,1,2010,UNDER_UTILISATION,21.6
Printing and publishing,2,2010,UNDER_UTILISATION,20.6
Printing and publishing,3,2010,UNDER_UTILISATION,21.3
Printing and publishing,4,2010,UNDER_UTILISATION,18.2
Printing and publishing,1,2011,UNDER_UTILISATION,21.3
Printing and publishing,2,2011,UNDER_UTILISATION,22.4
Printing and publishing,3,2011,UNDER_UTILISATION,21.9
Printing and publishing,4,2011,UNDER_UTILISATION,17.6
Printing and publishing,1,2012,UNDER_UTILISATION,20.1
Printing and publishing,2,2012,UNDER_UTILISATION,21.1
Printing and publishing,3,2012,UNDER_UTILISATION,16.9
Printing and publishing,4,2012,UNDER_UTILISATION,15.2
Printing and publishing,1,2013,UNDER_UTILISATION,22.5
Printing and publishing,2,2013,UNDER_UTILISATION,22.4
Printing and publishing,3,2013,UNDER_UTILISATION,18.3
Printing and publishing,4,2013,UNDER_UTILISATION,18.5
Printing and publishing,1,2014,UNDER_UTILISATION,23.7
Printing and publishing,2,2014,UNDER_UTILISATION,22.7
Printing and publishing,3,2014,UNDER_UTILISATION,23.4
Printing and publishing,4,2014,UNDER_UTILISATION,21.0
Printing and publishing,1,2015,UNDER_UTILISATION,24.9
Printing and publishing,2,2015,UNDER_UTILISATION,25.8
Printing and publishing,3,2015,UNDER_UTILISATION,26.6
Printing and publishing,4,2015,UNDER_UTILISATION,24.5
Printing and publishing,1,2016,UNDER_UTILISATION,26.5
Printing and publishing,2,2016,UNDER_UTILISATION,26.6
Printing and publishing,3,2016,UNDER_UTILISATION,23.5
Printing and publishing,4,2016,UNDER_UTILISATION,22.2
Printing and publishing,1,2017,UNDER_UTILISATION,24.5
Printing and publishing,2,2017,UNDER_UTILISATION,24.7
Printing and publishing,3,2017,UNDER_UTILISATION,25.1
Printing and publishing,4,2017,UNDER_UTILISATION,24.3
Printing and publishing,1,2018,UNDER_UTILISATION,24.4
Printing and publishing,2,2018,UNDER_UTILISATION,25.3
Printing and publishing,3,2018,UNDER_UTILISATION,23.4
Printing and publishing,4,2018,UNDER_UTILISATION,21.1
Printing and publishing,1,2019,UNDER_UTILISATION,23.7
Printing and publishing,2,2019,UNDER_UTILISATION,25.6
Printing and publishing,3,2019,UNDER_UTILISATION,25.2
Printing and publishing,4,2019,UNDER_UTILISATION,22.4
Printing and publishing,1,2020,UNDER_UTILISATION,23.6
Printing and publishing,2,2020,UNDER_UTILISATION,63.9
Printing and publishing,3,2020,UNDER_UTILISATION,40.2
Printing and publishing,4,2020,UNDER_UTILISATION,25.3
Printing and publishing,1,2021,UNDER_UTILISATION,25.9
Printing and publishing,2,2021,UNDER_UTILISATION,26.4
Printing and publishing,3,2021,UNDER_UTILISATION,26.2
Printing and publishing,4,2021,UNDER_UTILISATION,24.4
"Coke, petroleum products and nuclear fuel",4,2003,UNDER_UTILISATION,15.6
"Coke, petroleum products and nuclear fuel",1,2004,UNDER_UTILISATION,11.2
"Coke, petroleum products and nuclear fuel",2,2004,UNDER_UTILISATION,11.7
"Coke, petroleum products and nuclear fuel",3,2004,UNDER_UTILISATION,13.6
"Coke, petroleum products and nuclear fuel",4,2004,UNDER_UTILISATION,14.9
"Coke, petroleum products and nuclear fuel",1,2005,UNDER_UTILISATION,15.7
"Coke, petroleum products and nuclear fuel",2,2005,UNDER_UTILISATION,9.6
"Coke, petroleum products and nuclear fuel",3,2005,UNDER_UTILISATION,9.9
"Coke, petroleum products and nuclear fuel",4,2005,UNDER_UTILISATION,17.7
"Coke, petroleum products and nuclear fuel",1,2006,UNDER_UTILISATION,16.1
"Coke, petroleum products and nuclear fuel",2,2006,UNDER_UTILISATION,16.1
"Coke, petroleum products and nuclear fuel",3,2006,UNDER_UTILISATION,19.9
"Coke, petroleum products and nuclear fuel",4,2006,UNDER_UTILISATION,16.9
"Coke, petroleum products and nuclear fuel",1,2007,UNDER_UTILISATION,14.1
"Coke, petroleum products and nuclear fuel",2,2007,UNDER_UTILISATION,14.3
"Coke, petroleum products and nuclear fuel",3,2007,UNDER_UTILISATION,11.2
"Coke, petroleum products and nuclear fuel",4,2007,UNDER_UTILISATION,9.7
"Coke, petroleum products and nuclear fuel",1,2008,UNDER_UTILISATION,15.7
"Coke, petroleum products and nuclear fuel",2,2008,UNDER_UTILISATION,10.3
"Coke, petroleum products and nuclear fuel",3,2008,UNDER_UTILISATION,10.7
"Coke, petroleum products and nuclear fuel",4,2008,UNDER_UTILISATION,13.2
"Coke, petroleum products and nuclear fuel",1,2009,UNDER_UTILISATION,17.3
"Coke, petroleum products and nuclear fuel",2,2009,UNDER_UTILISATION,13.0
"Coke, petroleum products and nuclear fuel",3,2009,UNDER_UTILISATION,20.5
"Coke, petroleum products and nuclear fuel",4,2009,UNDER_UTILISATION,19.7
