INDUSTRY,QUARTER,YEAR,ACTION,VALUE_%
Other transport equipment,3,2016,UNDER_UTILISATION,29.3
Other transport equipment,4,2016,UNDER_UTILISATION,31.9
Other transport equipment,1,2017,UNDER_UTILISATION,34.8
Other transport equipment,2,2017,UNDER_UTILISATION,29.4
Other transport equipment,3,2017,UNDER_UTILISATION,25.3
Other transport equipment,4,2017,UNDER_UTILISATION,24.3
Other transport equipment,1,2018,UNDER_UTILISATION,27.3
Other transport equipment,2,2018,UNDER_UTILISATION,21.3
Other transport equipment,3,2018,UNDER_UTILISATION,33.5
Other transport equipment,4,2018,UNDER_UTILISATION,31.8
Other transport equipment,1,2019,UNDER_UTILISATION,37.1
Other transport equipment,2,2019,UNDER_UTILISATION,38.2
Other transport equipment,3,2019,UNDER_UTILISATION,37.9
Other transport equipment,4,2019,UNDER_UTILISATION,37.6
Other transport equipment,1,2020,UNDER_UTILISATION,37.9
Other transport equipment,2,2020,UNDER_UTILISATION,69.0
Other transport equipment,3,2020,UNDER_UTILISATION,42.1
Other transport equipment,4,2020,UNDER_UTILISATION,36.7
Other transport equipment,1,2021,UNDER_UTILISATION,39.3
Other transport equipment,2,2021,UNDER_UTILISATION,39.6
Other transport equipment,3,2021,UNDER_UTILISATION,38.3
Other transport equipment,4,2021,UNDER_UTILISATION,34.7
"Motor vehicles, trailers and parts and accessories",4,2003,UNDER_UTILISATION,22.8
"Motor vehicles, trailers and parts and accessories",1,2004,UNDER_UTILISATION,19.7
"Motor vehicles, trailers and parts and accessories",2,2004,UNDER_UTILISATION,18.5
"Motor vehicles, trailers and parts and accessories",3,2004,UNDER_UTILISATION,17.1
"Motor vehicles, trailers and parts and accessories",4,2004,UNDER_UTILISATION,15.2
"Motor vehicles, trailers and parts and accessories",1,2005,UNDER_UTILISATION,22.5
"Motor vehicles, trailers and parts and accessories",2,2005,UNDER_UTILISATION,15.5
"Motor vehicles, trailers and parts and accessories",3,2005,UNDER_UTILISATION,14.5
"Motor vehicles, trailers and parts and accessories",4,2005,UNDER_UTILISATION,12.7
"Motor vehicles, trailers and parts and accessories",1,2006,UNDER_UTILISATION,12.6
"Motor vehicles, trailers and parts and accessories",2,2006,UNDER_UTILISATION,12.7
"Motor vehicles, trailers and parts and accessories",3,2006,UNDER_UTILISATION,12.5
"Motor vehicles, trailers and parts and accessories",4,2006,UNDER_UTILISATION,10.8
"Motor vehicles, trailers and parts and accessories",1,2007,UNDER_UTILISATION,10.3
"Motor vehicles, trailers and parts and accessories",2,2007,UNDER_UTILISATION,11.8
"Motor vehicles, trailers and parts and accessories",3,2007,UNDER_UTILISATION,12.8
"Motor vehicles, trailers and parts and accessories",4,2007,UNDER_UTILISATION,13.1
"Motor vehicles, trailers and parts and accessories",1,2008,UNDER_UTILISATION,14.4
"Motor vehicles, trailers and parts and accessories",2,2008,UNDER_UTILISATION,16.9
"Motor vehicles, trailers and parts and accessories",3,2008,UNDER_UTILISATION,17.1
"Motor vehicles, trailers and parts and accessories",4,2008,UNDER_UTILISATION,20.5
"Motor vehicles, trailers and parts and accessories",1,2009,UNDER_UTILISATION,29.7
"Motor vehicles, trailers and parts and accessories",2,2009,UNDER_UTILISATION,30.2
"Motor vehicles, trailers and parts and accessories",3,2009,UNDER_UTILISATION,31.7
"Motor vehicles, trailers and parts and accessories",4,2009,UNDER_UTILISATION,24.8
"Motor vehicles, trailers and parts and accessories",1,2010,UNDER_UTILISATION,25.6
"Motor vehicles, trailers and parts and accessories",2,2010,UNDER_UTILISATION,22.1
"Motor vehicles, trailers and parts and accessories",3,2010,UNDER_UTILISATION,27.1
"Motor vehicles, trailers and parts and accessories",4,2010,UNDER_UTILISATION,16.1
"Motor vehicles, trailers and parts and accessories",1,2011,UNDER_UTILISATION,19.8
"Motor vehicles, trailers and parts and accessories",2,2011,UNDER_UTILISATION,22.2
"Motor vehicles, trailers and parts and accessories",3,2011,UNDER_UTILISATION,18.0
"Motor vehicles, trailers and parts and accessories",4,2011,UNDER_UTILISATION,20.2
"Motor vehicles, trailers and parts and accessories",1,2012,UNDER_UTILISATION,20.2
"Motor vehicles, trailers and parts and accessories",2,2012,UNDER_UTILISATION,15.7
"Motor vehicles, trailers and parts and accessories",3,2012,UNDER_UTILISATION,15.6
"Motor vehicles, trailers and parts and accessories",4,2012,UNDER_UTILISATION,15.0
"Motor vehicles, trailers and parts and accessories",1,2013,UNDER_UTILISATION,17.9
"Motor vehicles, trailers and parts and accessories",2,2013,UNDER_UTILISATION,16.0
"Motor vehicles, trailers and parts and accessories",3,2013,UNDER_UTILISATION,26.4
"Motor vehicles, trailers and parts and accessories",4,2013,UNDER_UTILISATION,14.7
"Motor vehicles, trailers and parts and accessories",1,2014,UNDER_UTILISATION,20.9
"Motor vehicles, trailers and parts and accessories",2,2014,UNDER_UTILISATION,21.7
"Motor vehicles, trailers and parts and accessories",3,2014,UNDER_UTILISATION,17.6
"Motor vehicles, trailers and parts and accessories",4,2014,UNDER_UTILISATION,18.1
"Motor vehicles, trailers and parts and accessories",1,2015,UNDER_UTILISATION,20.2
"Motor vehicles, trailers and parts and accessories",2,2015,UNDER_UTILISATION,18.9
"Motor vehicles, trailers and parts and accessories",3,2015,UNDER_UTILISATION,21.0
"Motor vehicles, trailers and parts and accessories",4,2015,UNDER_UTILISATION,17.5
"Motor vehicles, trailers and parts and accessories",1,2016,UNDER_UTILISATION,18.5
"Motor vehicles, trailers and parts and accessories",2,2016,UNDER_UTILISATION,19.5
"Motor vehicles, trailers and parts and accessories",3,2016,UNDER_UTILISATION,18.3
"Motor vehicles, trailers and parts and accessories",4,2016,UNDER_UTILISATION,19.2
"Motor vehicles, trailers and parts and accessories",1,2017,UNDER_UTILISATION,21.0
"Motor vehicles, trailers and parts and accessories",2,2017,UNDER_UTILISATION,19.6
"Motor vehicles, trailers and parts and accessories",3,2017,UNDER_UTILISATION,17.0
"Motor vehicles, trailers and parts and accessories",4,2017,UNDER_UTILISATION,17.9
"Motor vehicles, trailers and parts and accessories",1,2018,UNDER_UTILISATION,18.7
"Motor vehicles, trailers and parts and accessories",2,2018,UNDER_UTILISATION,17.0
"Motor vehicles, trailers and parts and accessories",3,2018,UNDER_UTILISATION,18.5
"Motor vehicles, trailers and parts and accessories",4,2018,UNDER_UTILISATION,17.3
"Motor vehicles, trailers and parts and accessories",1,2019,UNDER_UTILISATION,19.4
"Motor vehicles, trailers and parts and accessories",2,2019,UNDER_UTILISATION,18.7
"Motor vehicles, trailers and parts and accessories",3,2019,UNDER_UTILISATION,18.9
"Motor vehicles, trailers and parts and accessories",4,2019,UNDER_UTILISATION,21.1
"Motor vehicles, trailers and parts and accessories",1,2020,UNDER_UTILISATION,21.0
"Motor vehicles, trailers and parts and accessories",2,2020,UNDER_UTILISATION,55.5
"Motor vehicles, trailers and parts and accessories",3,2020,UNDER_UTILISATION,32.9
"Motor vehicles, trailers and parts and accessories",4,2020,UNDER_UTILISATION,22.0
"Motor vehicles, trailers and parts and accessories",1,2021,UNDER_UTILISATION,21.4
"Motor vehicles, trailers and parts and accessories",2,2021,UNDER_UTILISATION,21.3
"Motor vehicles, trailers and parts and accessories",3,2021,UNDER_UTILISATION,28.5
"Motor vehicles, trailers and parts and accessories",4,2021,UNDER_UTILISATION,19.5
Other manufacturing groups (including tobacco products),4,2003,UNDER_UTILISATION,12.4
Other manufacturing groups (including tobacco products),1,2004,UNDER_UTILISATION,9.4
Other manufacturing groups (including tobacco products),2,2004,UNDER_UTILISATION,10.2
Other manufacturing groups (including tobacco products),3,2004,UNDER_UTILISATION,8.1
Other manufacturing groups (including tobacco products),4,2004,UNDER_UTILISATION,8.2
Other manufacturing groups (including tobacco products),1,2005,UNDER_UTILISATION,9.8
Other manufacturing groups (including tobacco products),2,2005,UNDER_UTILISATION,8.5
Other manufacturing groups (including tobacco products),3,2005,UNDER_UTILISATION,9.5
Other manufacturing groups (including tobacco products),4,2005,UNDER_UTILISATION,7.3
Other manufacturing groups (including tobacco products),1,2006,UNDER_UTILISATION,8.6
Other manufacturing groups (including tobacco products),2,2006,UNDER_UTILISATION,8.7
Other manufacturing groups (including tobacco products),3,2006,UNDER_UTILISATION,7.4
Other manufacturing groups (including tobacco products),4,2006,UNDER_UTILISATION,6.7
Other manufacturing groups (including tobacco products),1,2007,UNDER_UTILISATION,7.5
Other manufacturing groups (including tobacco products),2,2007,UNDER_UTILISATION,7.8
Other manufacturing groups (including tobacco products),3,2007,UNDER_UTILISATION,6.6
Other manufacturing groups (including tobacco products),4,2007,UNDER_UTILISATION,8.2
Other manufacturing groups (including tobacco products),1,2008,UNDER_UTILISATION,9.0
Other manufacturing groups (including tobacco products),2,2008,UNDER_UTILISATION,7.7
Other manufacturing groups (including tobacco products),3,2008,UNDER_UTILISATION,8.0
Other manufacturing groups (including tobacco products),4,2008,UNDER_UTILISATION,18.0
Other manufacturing groups (including tobacco products),1,2009,UNDER_UTILISATION,19.6
Other manufacturing groups (including tobacco products),2,2009,UNDER_UTILISATION,20.4
Other manufacturing groups (including tobacco products),3,2009,UNDER_UTILISATION,18.7
Other manufacturing groups (including tobacco products),4,2009,UNDER_UTILISATION,15.9
Other manufacturing groups (including tobacco products),1,2010,UNDER_UTILISATION,11.4
Other manufacturing groups (including tobacco products),2,2010,UNDER_UTILISATION,10.7
Other manufacturing groups (including tobacco products),3,2010,UNDER_UTILISATION,10.3
Other manufacturing groups (including tobacco products),4,2010,UNDER_UTILISATION,11.3
Other manufacturing groups (including tobacco products),1,2011,UNDER_UTILISATION,18.2
Other manufacturing groups (including tobacco products),2,2011,UNDER_UTILISATION,18.0
Other manufacturing groups (including tobacco products),3,2011,UNDER_UTILISATION,14.0
Other manufacturing groups (including tobacco products),4,2011,UNDER_UTILISATION,18.4
Other manufacturing groups (including tobacco products),1,2012,UNDER_UTILISATION,22.5
Other manufacturing groups (including tobacco products),2,2012,UNDER_UTILISATION,22.0
Other manufacturing groups (including tobacco products),3,2012,UNDER_UTILISATION,19.5
Other manufacturing groups (including tobacco products),4,2012,UNDER_UTILISATION,19.7
Other manufacturing groups (including tobacco products),1,2013,UNDER_UTILISATION,22.7
Other manufacturing groups (including tobacco products),2,2013,UNDER_UTILISATION,25.4
Other manufacturing groups (including tobacco products),3,2013,UNDER_UTILISATION,18.4
Other manufacturing groups (including tobacco products),4,2013,UNDER_UTILISATION,19.7
Other manufacturing groups (including tobacco products),1,2014,UNDER_UTILISATION,23.6
Other manufacturing groups (including tobacco products),2,2014,UNDER_UTILISATION,27.2
Other manufacturing groups (including tobacco products),3,2014,UNDER_UTILISATION,20.6
Other manufacturing groups (including tobacco products),4,2014,UNDER_UTILISATION,20.7
Other manufacturing groups (including tobacco products),1,2015,UNDER_UTILISATION,23.1
Other manufacturing groups (including tobacco products),2,2015,UNDER_UTILISATION,19.4
Other manufacturing groups (including tobacco products),3,2015,UNDER_UTILISATION,22.8
Other manufacturing groups (including tobacco products),4,2015,UNDER_UTILISATION,19.8
Other manufacturing groups (including tobacco products),1,2016,UNDER_UTILISATION,18.4
Other manufacturing groups (including tobacco products),2,2016,UNDER_UTILISATION,22.1
Other manufacturing groups (including tobacco products),3,2016,UNDER_UTILISATION,20.3
Other manufacturing groups (including tobacco products),4,2016,UNDER_UTILISATION,17.0
Other manufacturing groups (including tobacco products),1,2017,UNDER_UTILISATION,19.4
Other manufacturing groups (including tobacco products),2,2017,UNDER_UTILISATION,18.6
Other manufacturing groups (including tobacco products),3,2017,UNDER_UTILISATION,21.3
Other manufacturing groups (including tobacco products),4,2017,UNDER_UTILISATION,17.7
Other manufacturing groups (including tobacco products),1,2018,UNDER_UTILISATION,21.5
Other manufacturing groups (including tobacco products),2,2018,UNDER_UTILISATION,25.0
Other manufacturing groups (including tobacco products),3,2018,UNDER_UTILISATION,19.6
Other manufacturing groups (including tobacco products),4,2018,UNDER_UTILISATION,16.3
Other manufacturing groups (including tobacco products),1,2019,UNDER_UTILISATION,23.1
Other manufacturing groups (including tobacco products),2,2019,UNDER_UTILISATION,20.4
Other manufacturing groups (including tobacco products),3,2019,UNDER_UTILISATION,18.7
Other manufacturing groups (including tobacco products),4,2019,UNDER_UTILISATION,19.7
Other manufacturing groups (including tobacco products),1,2020,UNDER_UTILISATION,18.7
Other manufacturing groups (including tobacco products),2,2020,UNDER_UTILISATION,71.6
Other manufacturing groups (including tobacco products),3,2020,UNDER_UTILISATION,24.1
Other manufacturing groups (including tobacco products),4,2020,UNDER_UTILISATION,37.3
Other manufacturing groups (including tobacco products),1,2021,UNDER_UTILISATION,25.9
Other manufacturing groups (including tobacco products),2,2021,UNDER_UTILISATION,23.1
Other manufacturing groups (including tobacco products),3,2021,UNDER_UTILISATION,16.1
Other manufacturing groups (including tobacco products),4,2021,UNDER_UTILISATION,17.7
Furniture,4,2003,UNDER_UTILISATION,17.3
Furniture,1,2004,UNDER_UTILISATION,21.3
Furniture,2,2004,UNDER_UTILISATION,13.5
Furniture,3,2004,UNDER_UTILISATION,14.1
Furniture,4,2004,UNDER_UTILISATION,9.2
Furniture,1,2005,UNDER_UTILISATION,10.0
Furniture,2,2005,UNDER_UTILISATION,12.0
Furniture,3,2005,UNDER_UTILISATION,6.4
Furniture,4,2005,UNDER_UTILISATION,4.3
Furniture,1,2006,UNDER_UTILISATION,10.2
Furniture,2,2006,UNDER_UTILISATION,6.9
Furniture,3,2006,UNDER_UTILISATION,8.9
Furniture,4,2006,UNDER_UTILISATION,3.8
Furniture,1,2007,UNDER_UTILISATION,11.4
Furniture,2,2007,UNDER_UTILISATION,9.9
Furniture,3,2007,UNDER_UTILISATION,8.6
Furniture,4,2007,UNDER_UTILISATION,5.0
Furniture,1,2008,UNDER_UTILISATION,11.0
Furniture,2,2008,UNDER_UTILISATION,12.6
Furniture,3,2008,UNDER_UTILISATION,10.4
Furniture,4,2008,UNDER_UTILISATION,5.7
Furniture,1,2009,UNDER_UTILISATION,10.7
Furniture,2,2009,UNDER_UTILISATION,11.2
Furniture,3,2009,UNDER_UTILISATION,12.4
Furniture,4,2009,UNDER_UTILISATION,5.8
Furniture,1,2010,UNDER_UTILISATION,15.5
Furniture,2,2010,UNDER_UTILISATION,14.0
Furniture,3,2010,UNDER_UTILISATION,10.0
Furniture,4,2010,UNDER_UTILISATION,5.3
Furniture,1,2011,UNDER_UTILISATION,19.3
Furniture,2,2011,UNDER_UTILISATION,17.3
Furniture,3,2011,UNDER_UTILISATION,16.6
Furniture,4,2011,UNDER_UTILISATION,9.4
Furniture,1,2012,UNDER_UTILISATION,18.3
Furniture,2,2012,UNDER_UTILISATION,12.9
Furniture,3,2012,UNDER_UTILISATION,10.6
Furniture,4,2012,UNDER_UTILISATION,6.3
Furniture,1,2013,UNDER_UTILISATION,21.4
Furniture,2,2013,UNDER_UTILISATION,14.0
Furniture,3,2013,UNDER_UTILISATION,9.9
Furniture,4,2013,UNDER_UTILISATION,8.1
Furniture,1,2014,UNDER_UTILISATION,20.3
Furniture,2,2014,UNDER_UTILISATION,10.1
Furniture,3,2014,UNDER_UTILISATION,14.0
Furniture,4,2014,UNDER_UTILISATION,9.5
Furniture,1,2015,UNDER_UTILISATION,23.2
Furniture,2,2015,UNDER_UTILISATION,23.4
Furniture,3,2015,UNDER_UTILISATION,22.7
Furniture,4,2015,UNDER_UTILISATION,11.1
Furniture,1,2016,UNDER_UTILISATION,22.4
Furniture,2,2016,UNDER_UTILISATION,20.6
Furniture,3,2016,UNDER_UTILISATION,19.8
Furniture,4,2016,UNDER_UTILISATION,11.4
Furniture,1,2017,UNDER_UTILISATION,17.0
Furniture,2,2017,UNDER_UTILISATION,15.1
Furniture,3,2017,UNDER_UTILISATION,13.3
Furniture,4,2017,UNDER_UTILISATION,13.0
Furniture,1,2018,UNDER_UTILISATION,16.1
Furniture,2,2018,UNDER_UTILISATION,14.0
Furniture,3,2018,UNDER_UTILISATION,12.7
Furniture,4,2018,UNDER_UTILISATION,12.7
Furniture,1,2019,UNDER_UTILISATION,20.9
Furniture,2,2019,UNDER_UTILISATION,14.3
Furniture,3,2019,UNDER_UTILISATION,19.0
Furniture,4,2019,UNDER_UTILISATION,16.4
Furniture,1,2020,UNDER_UTILISATION,28.3
Furniture,2,2020,UNDER_UTILISATION,57.5
Furniture,3,2020,UNDER_UTILISATION,22.2
Furniture,4,2020,UNDER_UTILISATION,20.6
Furniture,1,2021,UNDER_UTILISATION,23.3
Furniture,2,2021,UNDER_UTILISATION,22.0
Furniture,3,2021,UNDER_UTILISATION,22.0
Furniture,4,2021,UNDER_UTILISATION,20.7
Furniture and other manufacturing industries,4,2003,UNDER_UTILISATION,13.8
Furniture and other manufacturing industries,1,2004,UNDER_UTILISATION,12.6
Furniture and other manufacturing industries,2,2004,UNDER_UTILISATION,11.1
Furniture and other manufacturing industries,3,2004,UNDER_UTILISATION,9.6
Furniture and other manufacturing industries,4,2004,UNDER_UTILISATION,8.5
Furniture and other manufacturing industries,1,2005,UNDER_UTILISATION,9.9
Furniture and other manufacturing industries,2,2005,UNDER_UTILISATION,9.4
Furniture and other manufacturing industries,3,2005,UNDER_UTILISATION,8.6
Furniture and other manufacturing industries,4,2005,UNDER_UTILISATION,6.7
Furniture and other manufacturing industries,1,2006,UNDER_UTILISATION,8.9
Furniture and other manufacturing industries,2,2006,UNDER_UTILISATION,8.2
Furniture and other manufacturing industries,3,2006,UNDER_UTILISATION,7.8
Furniture and other manufacturing industries,4,2006,UNDER_UTILISATION,5.9
Furniture and other manufacturing industries,1,2007,UNDER_UTILISATION,8.5
Furniture and other manufacturing industries,2,2007,UNDER_UTILISATION,8.3
Furniture and other manufacturing industries,3,2007,UNDER_UTILISATION,7.1
Furniture and other manufacturing industries,4,2007,UNDER_UTILISATION,7.5
Furniture and other manufacturing industries,1,2008,UNDER_UTILISATION,9.6
Furniture and other manufacturing industries,2,2008,UNDER_UTILISATION,8.9
Furniture and other manufacturing industries,3,2008,UNDER_UTILISATION,8.6
Furniture and other manufacturing industries,4,2008,UNDER_UTILISATION,15.1
Furniture and other manufacturing industries,1,2009,UNDER_UTILISATION,17.4
Furniture and other manufacturing industries,2,2009,UNDER_UTILISATION,18.2
Furniture and other manufacturing industries,3,2009,UNDER_UTILISATION,17.0
Furniture and other manufacturing industries,4,2009,UNDER_UTILISATION,13.4
Furniture and other manufacturing industries,1,2010,UNDER_UTILISATION,12.6
Furniture and other manufacturing industries,2,2010,UNDER_UTILISATION,11.5
Furniture and other manufacturing industries,3,2010,UNDER_UTILISATION,10.2
