INDUSTRY,QUARTER,YEAR,UTILISATION,UNDER_UTILISATION
Metal products,4,2009,75.4,24.6
Metal products,1,2010,74.1,25.9
Metal products,2,2010,72.8,27.2
Metal products,3,2010,71.5,28.5
Metal products,4,2010,75.4,24.6
Metal products,1,2011,73.6,26.4
Metal products,2,2011,75.3,24.7
Metal products,3,2011,75.6,24.4
Metal products,4,2011,76.8,23.2
Metal products,1,2012,75.1,24.9
Metal products,2,2012,74.7,25.3
Metal products,3,2012,76.4,23.6
Metal products,4,2012,80.8,19.2
Metal products,1,2013,76.6,23.4
Metal products,2,2013,74.9,25.1
Metal products,3,2013,76.1,23.9
Metal products,4,2013,78.1,21.9
Metal products,1,2014,75.3,24.7
Metal products,2,2014,74.4,25.6
Metal products,3,2014,76.6,23.4
Metal products,4,2014,75.6,24.4
Metal products,1,2015,74.1,25.9
Metal products,2,2015,73.0,27.0
Metal products,3,2015,72.1,27.9
Metal products,4,2015,74.5,25.5
Metal products,1,2016,72.5,27.5
Metal products,2,2016,72.4,27.6
Metal products,3,2016,73.0,27.0
Metal products,4,2016,75.9,24.1
Metal products,1,2017,73.6,26.4
Metal products,2,2017,74.0,26.0
Metal products,3,2017,73.9,26.1
Metal products,4,2017,75.0,25.0
Metal products,1,2018,73.0,27.0
Metal products,2,2018,74.0,26.0
Metal products,3,2018,73.9,26.1
Metal products,4,2018,73.7,26.3
Metal products,1,2019,72.7,27.3
Metal products,2,2019,74.5,25.5
Metal products,3,2019,72.7,27.3
Metal products,4,2019,72.2,27.8
Metal products,1,2020,71.8,28.2
Metal products,2,2020,44.3,55.7
Metal products,3,2020,60.0,40.0
Metal products,4,2020,71.5,28.5
Metal products,1,2021,72.5,27.5
Metal products,2,2021,74.6,25.4
Metal products,3,2021,75.6,24.4
Metal products,4,2021,74.5,25.5
Machinery,4,2003,84.2,15.8
Machinery,1,2004,83.6,16.4
Machinery,2,2004,81.3,18.7
Machinery,3,2004,83.5,16.5
Machinery,4,2004,83.4,16.6
Machinery,1,2005,85.0,15.0
Machinery,2,2005,81.6,18.4
Machinery,3,2005,86.6,13.4
Machinery,4,2005,85.6,14.4
Machinery,1,2006,84.4,15.6
Machinery,2,2006,89.8,10.2
Machinery,3,2006,90.1,10.0
Machinery,4,2006,89.6,10.4
Machinery,1,2007,90.4,9.7
Machinery,2,2007,89.2,10.8
Machinery,3,2007,88.3,11.7
Machinery,4,2007,90.0,10.1
Machinery,1,2008,88.4,11.6
Machinery,2,2008,87.8,12.2
Machinery,3,2008,87.4,12.6
Machinery,4,2008,84.8,15.2
Machinery,1,2009,75.8,24.2
Machinery,2,2009,74.6,25.4
Machinery,3,2009,73.6,26.4
Machinery,4,2009,77.5,22.5
Machinery,1,2010,78.3,21.7
Machinery,2,2010,77.6,22.4
Machinery,3,2010,78.5,21.5
Machinery,4,2010,82.0,18.0
Machinery,1,2011,79.6,20.4
Machinery,2,2011,82.1,17.9
Machinery,3,2011,83.6,16.4
Machinery,4,2011,86.5,13.5
Machinery,1,2012,84.6,15.4
Machinery,2,2012,84.7,15.3
Machinery,3,2012,83.2,16.8
Machinery,4,2012,85.6,14.4
Machinery,1,2013,82.0,18.0
Machinery,2,2013,83.0,17.0
Machinery,3,2013,83.5,16.5
Machinery,4,2013,84.5,15.5
Machinery,1,2014,81.5,18.5
Machinery,2,2014,80.9,19.1
Machinery,3,2014,81.7,18.3
Machinery,4,2014,83.7,16.3
Machinery,1,2015,82.2,17.8
Machinery,2,2015,81.9,18.1
Machinery,3,2015,82.4,17.6
Machinery,4,2015,81.1,18.9
Machinery,1,2016,82.2,17.8
Machinery,2,2016,81.2,18.8
Machinery,3,2016,80.5,19.5
Machinery,4,2016,80.1,19.9
Machinery,1,2017,81.1,18.9
Machinery,2,2017,81.6,18.4
Machinery,3,2017,80.7,19.3
Machinery,4,2017,81.0,19.0
Machinery,1,2018,79.3,20.7
Machinery,2,2018,78.1,21.9
Machinery,3,2018,79.0,21.0
Machinery,4,2018,79.0,21.0
Machinery,1,2019,79.0,21.0
Machinery,2,2019,80.7,19.3
Machinery,3,2019,77.9,22.1
Machinery,4,2019,80.1,19.9
Machinery,1,2020,78.2,21.8
Machinery,2,2020,73.3,26.7
Machinery,3,2020,76.0,24.0
Machinery,4,2020,79.7,20.3
Machinery,1,2021,77.9,22.1
Machinery,2,2021,73.4,26.6
Machinery,3,2021,73.0,27.0
Machinery,4,2021,77.2,22.8
"Radio, television and communication apparatus",4,2003,82.6,17.4
"Radio, television and communication apparatus",1,2004,79.7,20.3
"Radio, television and communication apparatus",2,2004,82.4,17.6
"Radio, television and communication apparatus",3,2004,80.5,19.5
"Radio, television and communication apparatus",4,2004,88.3,11.7
"Radio, television and communication apparatus",1,2005,88.1,11.9
"Radio, television and communication apparatus",2,2005,85.9,14.1
"Radio, television and communication apparatus",3,2005,87.1,12.9
"Radio, television and communication apparatus",4,2005,89.6,10.4
"Radio, television and communication apparatus",1,2006,83.6,16.4
"Radio, television and communication apparatus",2,2006,90.1,9.9
"Radio, television and communication apparatus",3,2006,90.8,9.2
"Radio, television and communication apparatus",4,2006,90.0,10.1
"Radio, television and communication apparatus",1,2007,86.2,13.8
"Radio, television and communication apparatus",2,2007,86.9,13.1
"Radio, television and communication apparatus",3,2007,88.9,11.1
"Radio, television and communication apparatus",4,2007,91.6,8.5
"Radio, television and communication apparatus",1,2008,88.6,11.4
"Radio, television and communication apparatus",2,2008,87.4,12.6
"Radio, television and communication apparatus",3,2008,88.6,11.4
"Radio, television and communication apparatus",4,2008,89.1,10.9
"Radio, television and communication apparatus",1,2009,87.7,12.3
"Radio, television and communication apparatus",2,2009,87.1,12.9
"Radio, television and communication apparatus",3,2009,81.8,18.2
"Radio, television and communication apparatus",4,2009,85.8,14.2
"Radio, television and communication apparatus",1,2010,74.0,26.0
"Radio, television and communication apparatus",2,2010,71.1,28.9
"Radio, television and communication apparatus",3,2010,69.2,30.8
"Radio, television and communication apparatus",4,2010,78.5,21.5
"Radio, television and communication apparatus",1,2011,76.3,23.7
"Radio, television and communication apparatus",2,2011,73.0,27.0
"Radio, television and communication apparatus",3,2011,78.6,21.4
"Radio, television and communication apparatus",4,2011,78.3,21.7
"Radio, television and communication apparatus",1,2012,79.5,20.5
"Radio, television and communication apparatus",2,2012,77.3,22.7
"Radio, television and communication apparatus",3,2012,79.9,20.1
"Radio, television and communication apparatus",4,2012,88.1,11.9
"Radio, television and communication apparatus",1,2013,85.3,14.7
"Radio, television and communication apparatus",2,2013,77.3,22.7
"Radio, television and communication apparatus",3,2013,80.7,19.3
"Radio, television and communication apparatus",4,2013,86.4,13.6
"Radio, television and communication apparatus",1,2014,84.6,15.4
"Radio, television and communication apparatus",2,2014,85.1,14.9
"Radio, television and communication apparatus",3,2014,88.4,11.6
"Radio, television and communication apparatus",4,2014,89.4,10.6
"Radio, television and communication apparatus",1,2015,82.8,17.2
"Radio, television and communication apparatus",2,2015,80.5,19.5
"Radio, television and communication apparatus",3,2015,80.0,20.0
"Radio, television and communication apparatus",4,2015,80.8,19.2
"Radio, television and communication apparatus",1,2016,81.8,18.2
"Radio, television and communication apparatus",2,2016,83.9,16.1
"Radio, television and communication apparatus",3,2016,84.6,15.4
"Radio, television and communication apparatus",4,2016,83.5,16.5
"Radio, television and communication apparatus",1,2017,82.2,17.8
"Radio, television and communication apparatus",2,2017,84.3,15.7
"Radio, television and communication apparatus",3,2017,84.4,15.6
"Radio, television and communication apparatus",4,2017,83.2,16.8
"Radio, television and communication apparatus",1,2018,79.5,20.5
"Radio, television and communication apparatus",2,2018,79.3,20.7
"Radio, television and communication apparatus",3,2018,79.2,20.8
"Radio, television and communication apparatus",4,2018,81.6,18.4
"Radio, television and communication apparatus",1,2019,78.0,22.0
"Radio, television and communication apparatus",2,2019,76.6,23.4
"Radio, television and communication apparatus",3,2019,75.1,24.9
"Radio, television and communication apparatus",4,2019,74.6,25.4
"Radio, television and communication apparatus",1,2020,76.2,23.8
"Radio, television and communication apparatus",2,2020,61.7,38.3
"Radio, television and communication apparatus",3,2020,71.6,28.4
"Radio, television and communication apparatus",4,2020,77.5,22.5
"Radio, television and communication apparatus",1,2021,73.3,26.7
"Radio, television and communication apparatus",2,2021,77.5,22.5
"Radio, television and communication apparatus",3,2021,78.2,21.8
"Radio, television and communication apparatus",4,2021,78.2,21.8
Professional equipment,4,2003,86.7,13.3
Professional equipment,1,2004,94.1,5.9
Professional equipment,2,2004,94.1,5.9
Professional equipment,3,2004,85.2,14.8
Professional equipment,4,2004,80.5,19.5
Professional equipment,1,2005,82.4,17.6
Professional equipment,2,2005,82.9,17.1
Professional equipment,3,2005,84.5,15.5
Professional equipment,4,2005,87.7,12.3
Professional equipment,1,2006,85.8,14.2
Professional equipment,2,2006,85.6,14.5
Professional equipment,3,2006,89.0,11.1
Professional equipment,4,2006,89.6,10.4
Professional equipment,1,2007,88.8,11.3
Professional equipment,2,2007,89.5,10.6
Professional equipment,3,2007,88.7,11.3
Professional equipment,4,2007,88.9,11.1
Professional equipment,1,2008,88.2,11.8
Professional equipment,2,2008,88.8,11.2
Professional equipment,3,2008,87.3,12.7
Professional equipment,4,2008,86.2,13.8
Professional equipment,1,2009,80.5,19.5
Professional equipment,2,2009,84.4,15.6
Professional equipment,3,2009,80.2,19.8
Professional equipment,4,2009,86.7,13.4
Professional equipment,1,2010,84.1,15.9
Professional equipment,2,2010,86.0,14.0
Professional equipment,3,2010,86.4,13.6
Professional equipment,4,2010,83.8,16.2
Professional equipment,1,2011,83.2,16.8
Professional equipment,2,2011,84.8,15.2
Professional equipment,3,2011,89.3,10.7
Professional equipment,4,2011,91.0,9.0
Professional equipment,1,2012,86.5,13.5
Professional equipment,2,2012,88.5,11.5
Professional equipment,3,2012,89.9,10.1
Professional equipment,4,2012,90.6,9.4
Professional equipment,1,2013,84.8,15.2
Professional equipment,2,2013,85.7,14.3
Professional equipment,3,2013,85.2,14.8
Professional equipment,4,2013,88.6,11.4
Professional equipment,1,2014,84.6,15.4
Professional equipment,2,2014,84.7,15.3
Professional equipment,3,2014,83.9,16.1
Professional equipment,4,2014,86.5,13.5
Professional equipment,1,2015,82.7,17.3
Professional equipment,2,2015,84.1,15.9
Professional equipment,3,2015,85.0,15.0
Professional equipment,4,2015,87.8,12.2
Professional equipment,1,2016,86.6,13.4
Professional equipment,2,2016,85.6,14.4
Professional equipment,3,2016,85.8,14.2
Professional equipment,4,2016,87.0,13.0
Professional equipment,1,2017,86.3,13.7
Professional equipment,2,2017,87.2,12.8
Professional equipment,3,2017,82.5,17.5
Professional equipment,4,2017,87.0,13.0
Professional equipment,1,2018,87.3,12.7
Professional equipment,2,2018,82.3,17.7
Professional equipment,3,2018,79.3,20.7
Professional equipment,4,2018,82.6,17.4
Professional equipment,1,2019,79.8,20.2
Professional equipment,2,2019,80.7,19.3
Professional equipment,3,2019,81.3,18.7
Professional equipment,4,2019,82.0,18.0
Professional equipment,1,2020,79.5,20.5
Professional equipment,2,2020,60.3,39.7
Professional equipment,3,2020,69.0,31.0
Professional equipment,4,2020,82.0,18.0
Professional equipment,1,2021,78.1,21.9
Professional equipment,2,2021,81.6,18.4
Professional equipment,3,2021,82.3,17.7
Professional equipment,4,2021,83.4,16.6
"Motor vehicles, parts and accessories",4,2003,77.5,22.5
"Motor vehicles, parts and accessories",1,2004,80.3,19.7
"Motor vehicles, parts and accessories",2,2004,82.8,17.2
"Motor vehicles, parts and accessories",3,2004,84.2,15.8
"Motor vehicles, parts and accessories",4,2004,86.2,13.8
"Motor vehicles, parts and accessories",1,2005,77.6,22.4
"Motor vehicles, parts and accessories",2,2005,85.1,14.9
"Motor vehicles, parts and accessories",3,2005,87.0,13.0
"Motor vehicles, parts and accessories",4,2005,88.9,11.1
"Motor vehicles, parts and accessories",1,2006,88.5,11.5
"Motor vehicles, parts and accessories",2,2006,88.7,11.3
"Motor vehicles, parts and accessories",3,2006,88.6,11.4
"Motor vehicles, parts and accessories",4,2006,91.1,8.9
"Motor vehicles, parts and accessories",1,2007,90.7,9.3
"Motor vehicles, parts and accessories",2,2007,89.2,10.8
"Motor vehicles, parts and accessories",3,2007,88.3,11.7
"Motor vehicles, parts and accessories",4,2007,87.7,12.3
"Motor vehicles, parts and accessories",1,2008,86.6,13.4
"Motor vehicles, parts and accessories",2,2008,83.3,16.7
"Motor vehicles, parts and accessories",3,2008,83.1,16.9
"Motor vehicles, parts and accessories",4,2008,79.5,20.5
"Motor vehicles, parts and accessories",1,2009,69.7,30.3
"Motor vehicles, parts and accessories",2,2009,68.7,31.3
"Motor vehicles, parts and accessories",3,2009,66.7,33.3
"Motor vehicles, parts and accessories",4,2009,75.2,24.8
"Motor vehicles, parts and accessories",1,2010,73.7,26.3
"Motor vehicles, parts and accessories",2,2010,77.8,22.2
"Motor vehicles, parts and accessories",3,2010,71.8,28.2
"Motor vehicles, parts and accessories",4,2010,85.1,14.9
"Motor vehicles, parts and accessories",1,2011,81.4,18.6
"Motor vehicles, parts and accessories",2,2011,77.3,22.7
"Motor vehicles, parts and accessories",3,2011,82.1,17.9
"Motor vehicles, parts and accessories",4,2011,80.4,19.6
"Motor vehicles, parts and accessories",1,2012,81.0,19.0
"Motor vehicles, parts and accessories",2,2012,85.3,14.7
"Motor vehicles, parts and accessories",3,2012,85.1,14.9
"Motor vehicles, parts and accessories",4,2012,85.9,14.1
"Motor vehicles, parts and accessories",1,2013,82.3,17.7
"Motor vehicles, parts and accessories",2,2013,84.9,15.1
"Motor vehicles, parts and accessories",3,2013,72.1,27.9
"Motor vehicles, parts and accessories",4,2013,86.1,13.9
"Motor vehicles, parts and accessories",1,2014,79.3,20.7
"Motor vehicles, parts and accessories",2,2014,80.0,20.0
"Motor vehicles, parts and accessories",3,2014,84.4,15.6
"Motor vehicles, parts and accessories",4,2014,84.0,16.0
"Motor vehicles, parts and accessories",1,2015,79.9,20.1
"Motor vehicles, parts and accessories",2,2015,83.2,16.8
"Motor vehicles, parts and accessories",3,2015,80.7,19.3
"Motor vehicles, parts and accessories",4,2015,83.9,16.1
"Motor vehicles, parts and accessories",1,2016,81.9,18.1
"Motor vehicles, parts and accessories",2,2016,81.7,18.3
"Motor vehicles, parts and accessories",3,2016,83.7,16.3
"Motor vehicles, parts and accessories",4,2016,83.2,16.8
"Motor vehicles, parts and accessories",1,2017,81.6,18.4
"Motor vehicles, parts and accessories",2,2017,82.2,17.8
"Motor vehicles, parts and accessories",3,2017,84.6,15.4
"Motor vehicles, parts and accessories",4,2017,83.4,16.6
"Motor vehicles, parts and accessories",1,2018,82.9,17.1
"Motor vehicles, parts and accessories",2,2018,83.9,16.1
"Motor vehicles, parts and accessories",3,2018,84.3,15.7
"Motor vehicles, parts and accessories",4,2018,85.6,14.4
"Motor vehicles, parts and accessories",1,2019,83.9,16.1
"Motor vehicles, parts and accessories",2,2019,84.9,15.1
"Motor vehicles, parts and accessories",3,2019,84.6,15.4
"Motor vehicles, parts and accessories",4,2019,82.0,18.0
"Motor vehicles, parts and accessories",1,2020,82.2,17.8
"Motor vehicles, parts and accessories",2,2020,47.1,52.9
"Motor vehicles, parts and accessories",3,2020,68.7,31.3
"Motor vehicles, parts and accessories",4,2020,80.7,19.3
"Motor vehicles, parts and accessories",1,2021,82.0,18.0
"Motor vehicles, parts and accessories",2,2021,82.1,17.9
"Motor vehicles, parts and accessories",3,2021,73.3,26.7
"Motor vehicles, parts and accessories",4,2021,83.3,16.7
Other transport equipment,4,2003,75.2,24.8
Other transport equipment,1,2004,80.0,20.0
Other transport equipment,2,2004,71.3,28.7
Other transport equipment,3,2004,72.9,27.1
Other transport equipment,4,2004,75.3,24.7
Other transport equipment,1,2005,77.0,23.0
Other transport equipment,2,2005,77.5,22.5
Other transport equipment,3,2005,71.1,28.9
Other transport equipment,4,2005,70.0,30.0
Other transport equipment,1,2006,74.4,25.6
Other transport equipment,2,2006,73.2,26.8
Other transport equipment,3,2006,75.7,24.3
Other transport equipment,4,2006,70.3,29.8
Other transport equipment,1,2007,78.9,21.1
Other transport equipment,2,2007,77.9,22.1
Other transport equipment,3,2007,76.0,24.0
Other transport equipment,4,2007,79.4,20.6
Other transport equipment,1,2008,76.9,23.1
Other transport equipment,2,2008,82.0,18.0
Other transport equipment,3,2008,80.7,19.3
Other transport equipment,4,2008,78.8,21.2
Other transport equipment,1,2009,76.8,23.2
Other transport equipment,2,2009,82.1,17.9
Other transport equipment,3,2009,84.0,16.1
Other transport equipment,4,2009,76.7,23.3
Other transport equipment,1,2010,78.1,21.9
Other transport equipment,2,2010,78.3,21.7
Other transport equipment,3,2010,79.1,20.9
Other transport equipment,4,2010,77.6,22.4
Other transport equipment,1,2011,73.5,26.5
Other transport equipment,2,2011,80.5,19.5
Other transport equipment,3,2011,81.3,18.7
Other transport equipment,4,2011,76.2,23.8
Other transport equipment,1,2012,73.9,26.1
Other transport equipment,2,2012,79.3,20.7
Other transport equipment,3,2012,80.6,19.4
Other transport equipment,4,2012,80.5,19.5
Other transport equipment,1,2013,80.2,19.8
Other transport equipment,2,2013,79.3,20.7
Other transport equipment,3,2013,80.9,19.1
Other transport equipment,4,2013,81.5,18.5
Other transport equipment,1,2014,78.5,21.5
Other transport equipment,2,2014,71.0,29.0
Other transport equipment,3,2014,73.1,26.9
Other transport equipment,4,2014,72.5,27.5
Other transport equipment,1,2015,79.9,20.1
Other transport equipment,2,2015,69.5,30.5
Other transport equipment,3,2015,68.6,31.4
Other transport equipment,4,2015,75.1,24.9
Other transport equipment,1,2016,79.9,20.1
Other transport equipment,2,2016,74.5,25.5
Other transport equipment,3,2016,70.7,29.3
Other transport equipment,4,2016,68.1,31.9
Other transport equipment,1,2017,65.2,34.8
Other transport equipment,2,2017,70.6,29.4
Other transport equipment,3,2017,74.7,25.3
Other transport equipment,4,2017,75.7,24.3
Other transport equipment,1,2018,72.7,27.3
Other transport equipment,2,2018,78.7,21.3
Other transport equipment,3,2018,66.5,33.5
Other transport equipment,4,2018,68.2,31.8
Other transport equipment,1,2019,62.9,37.1
Other transport equipment,2,2019,61.8,38.2
Other transport equipment,3,2019,62.1,37.9
Other transport equipment,4,2019,62.4,37.6
Other transport equipment,1,2020,62.1,37.9
Other transport equipment,2,2020,31.0,69.0
Other transport equipment,3,2020,57.9,42.1
Other transport equipment,4,2020,63.3,36.7
Other transport equipment,1,2021,60.7,39.3
Other transport equipment,2,2021,60.4,39.6
Other transport equipment,3,2021,61.7,38.3
Other transport equipment,4,2021,65.3,34.7
"Motor vehicles, trailers and parts and accessories",4,2003,77.2,22.8
"Motor vehicles, trailers and parts and accessories",1,2004,80.3,19.7
"Motor vehicles, trailers and parts and accessories",2,2004,81.5,18.5
"Motor vehicles, trailers and parts and accessories",3,2004,82.9,17.1
"Motor vehicles, trailers and parts and accessories",4,2004,84.8,15.2
"Motor vehicles, trailers and parts and accessories",1,2005,77.5,22.5
"Motor vehicles, trailers and parts and accessories",2,2005,84.5,15.5
"Motor vehicles, trailers and parts and accessories",3,2005,85.5,14.5
"Motor vehicles, trailers and parts and accessories",4,2005,87.3,12.7
"Motor vehicles, trailers and parts and accessories",1,2006,87.4,12.6
"Motor vehicles, trailers and parts and accessories",2,2006,87.3,12.7
"Motor vehicles, trailers and parts and accessories",3,2006,87.5,12.5
"Motor vehicles, trailers and parts and accessories",4,2006,89.2,10.8
"Motor vehicles, trailers and parts and accessories",1,2007,89.7,10.3
"Motor vehicles, trailers and parts and accessories",2,2007,88.2,11.8
"Motor vehicles, trailers and parts and accessories",3,2007,87.2,12.8
"Motor vehicles, trailers and parts and accessories",4,2007,86.9,13.1
"Motor vehicles, trailers and parts and accessories",1,2008,85.6,14.4
"Motor vehicles, trailers and parts and accessories",2,2008,83.1,16.9
"Motor vehicles, trailers and parts and accessories",3,2008,82.9,17.1
"Motor vehicles, trailers and parts and accessories",4,2008,79.5,20.5
"Motor vehicles, trailers and parts and accessories",1,2009,70.3,29.7
"Motor vehicles, trailers and parts and accessories",2,2009,69.8,30.2
"Motor vehicles, trailers and parts and accessories",3,2009,68.3,31.7
"Motor vehicles, trailers and parts and accessories",4,2009,75.2,24.8
"Motor vehicles, trailers and parts and accessories",1,2010,74.4,25.6
"Motor vehicles, trailers and parts and accessories",2,2010,77.9,22.1
"Motor vehicles, trailers and parts and accessories",3,2010,72.9,27.1
"Motor vehicles, trailers and parts and accessories",4,2010,83.9,16.1
"Motor vehicles, trailers and parts and accessories",1,2011,80.2,19.8
"Motor vehicles, trailers and parts and accessories",2,2011,77.8,22.2
"Motor vehicles, trailers and parts and accessories",3,2011,82.0,18.0
"Motor vehicles, trailers and parts and accessories",4,2011,79.8,20.2
"Motor vehicles, trailers and parts and accessories",1,2012,79.8,20.2
"Motor vehicles, trailers and parts and accessories",2,2012,84.3,15.7
"Motor vehicles, trailers and parts and accessories",3,2012,84.4,15.6
"Motor vehicles, trailers and parts and accessories",4,2012,85.0,15.0
"Motor vehicles, trailers and parts and accessories",1,2013,82.1,17.9
"Motor vehicles, trailers and parts and accessories",2,2013,84.0,16.0
"Motor vehicles, trailers and parts and accessories",3,2013,73.6,26.4
"Motor vehicles, trailers and parts and accessories",4,2013,85.3,14.7
"Motor vehicles, trailers and parts and accessories",1,2014,79.1,20.9
"Motor vehicles, trailers and parts and accessories",2,2014,78.3,21.7
"Motor vehicles, trailers and parts and accessories",3,2014,82.4,17.6
"Motor vehicles, trailers and parts and accessories",4,2014,81.9,18.1
"Motor vehicles, trailers and parts and accessories",1,2015,79.8,20.2
"Motor vehicles, trailers and parts and accessories",2,2015,81.1,18.9
"Motor vehicles, trailers and parts and accessories",3,2015,79.0,21.0
"Motor vehicles, trailers and parts and accessories",4,2015,82.5,17.5
"Motor vehicles, trailers and parts and accessories",1,2016,81.5,18.5
"Motor vehicles, trailers and parts and accessories",2,2016,80.5,19.5
"Motor vehicles, trailers and parts and accessories",3,2016,81.7,18.3
"Motor vehicles, trailers and parts and accessories",4,2016,80.8,19.2
"Motor vehicles, trailers and parts and accessories",1,2017,79.0,21.0
"Motor vehicles, trailers and parts and accessories",2,2017,80.4,19.6
"Motor vehicles, trailers and parts and accessories",3,2017,83.0,17.0
"Motor vehicles, trailers and parts and accessories",4,2017,82.1,17.9
"Motor vehicles, trailers and parts and accessories",1,2018,81.3,18.7
"Motor vehicles, trailers and parts and accessories",2,2018,83.0,17.0
"Motor vehicles, trailers and parts and accessories",3,2018,81.5,18.5
"Motor vehicles, trailers and parts and accessories",4,2018,82.7,17.3
"Motor vehicles, trailers and parts and accessories",1,2019,80.6,19.4
"Motor vehicles, trailers and parts and accessories",2,2019,81.3,18.7
"Motor vehicles, trailers and parts and accessories",3,2019,81.1,18.9
"Motor vehicles, trailers and parts and accessories",4,2019,78.9,21.1
"Motor vehicles, trailers and parts and accessories",1,2020,79.0,21.0
"Motor vehicles, trailers and parts and accessories",2,2020,44.5,55.5
"Motor vehicles, trailers and parts and accessories",3,2020,67.1,32.9
"Motor vehicles, trailers and parts and accessories",4,2020,78.0,22.0
"Motor vehicles, trailers and parts and accessories",1,2021,78.6,21.4
"Motor vehicles, trailers and parts and accessories",2,2021,78.7,21.3
"Motor vehicles, trailers and parts and accessories",3,2021,71.5,28.5
"Motor vehicles, trailers and parts and accessories",4,2021,80.5,19.5
Other manufacturing groups (including tobacco products),4,2003,87.6,12.4
Other manufacturing groups (including tobacco products),1,2004,90.6,9.4
Other manufacturing groups (including tobacco products),2,2004,89.8,10.2
Other manufacturing groups (including tobacco products),3,2004,91.9,8.1
Other manufacturing groups (including tobacco products),4,2004,91.8,8.2
Other manufacturing groups (including tobacco products),1,2005,90.2,9.8
Other manufacturing groups (including tobacco products),2,2005,91.5,8.5
Other manufacturing groups (including tobacco products),3,2005,90.5,9.5
Other manufacturing groups (including tobacco products),4,2005,92.8,7.3
Other manufacturing groups (including tobacco products),1,2006,91.4,8.6
Other manufacturing groups (including tobacco products),2,2006,91.3,8.7
Other manufacturing groups (including tobacco products),3,2006,92.6,7.4
Other manufacturing groups (including tobacco products),4,2006,93.4,6.7
Other manufacturing groups (including tobacco products),1,2007,92.5,7.5
Other manufacturing groups (including tobacco products),2,2007,92.2,7.8
Other manufacturing groups (including tobacco products),3,2007,93.4,6.6
Other manufacturing groups (including tobacco products),4,2007,91.8,8.2
Other manufacturing groups (including tobacco products),1,2008,91.0,9.0
Other manufacturing groups (including tobacco products),2,2008,92.3,7.7
Other manufacturing groups (including tobacco products),3,2008,92.0,8.0
Other manufacturing groups (including tobacco products),4,2008,82.0,18.0
Other manufacturing groups (including tobacco products),1,2009,80.4,19.6
Other manufacturing groups (including tobacco products),2,2009,79.6,20.4
Other manufacturing groups (including tobacco products),3,2009,81.3,18.7
Other manufacturing groups (including tobacco products),4,2009,84.1,15.9
Other manufacturing groups (including tobacco products),1,2010,88.6,11.4
Other manufacturing groups (including tobacco products),2,2010,89.3,10.7
Other manufacturing groups (including tobacco products),3,2010,89.7,10.3
Other manufacturing groups (including tobacco products),4,2010,88.7,11.3
Other manufacturing groups (including tobacco products),1,2011,81.8,18.2
Other manufacturing groups (including tobacco products),2,2011,82.0,18.0
Other manufacturing groups (including tobacco products),3,2011,86.0,14.0
Other manufacturing groups (including tobacco products),4,2011,81.6,18.4
Other manufacturing groups (including tobacco products),1,2012,77.5,22.5
Other manufacturing groups (including tobacco products),2,2012,78.0,22.0
Other manufacturing groups (including tobacco products),3,2012,80.5,19.5
Other manufacturing groups (including tobacco products),4,2012,80.3,19.7
Other manufacturing groups (including tobacco products),1,2013,77.3,22.7
Other manufacturing groups (including tobacco products),2,2013,74.6,25.4
Other manufacturing groups (including tobacco products),3,2013,81.6,18.4
Other manufacturing groups (including tobacco products),4,2013,80.3,19.7
Other manufacturing groups (including tobacco products),1,2014,76.4,23.6
Other manufacturing groups (including tobacco products),2,2014,72.8,27.2
Other manufacturing groups (including tobacco products),3,2014,79.4,20.6
Other manufacturing groups (including tobacco products),4,2014,79.3,20.7
Other manufacturing groups (including tobacco products),1,2015,76.9,23.1
Other manufacturing groups (including tobacco products),2,2015,80.6,19.4
Other manufacturing groups (including tobacco products),3,2015,77.2,22.8
Other manufacturing groups (including tobacco products),4,2015,80.2,19.8
Other manufacturing groups (including tobacco products),1,2016,81.6,18.4
Other manufacturing groups (including tobacco products),2,2016,77.9,22.1
Other manufacturing groups (including tobacco products),3,2016,79.7,20.3
Other manufacturing groups (including tobacco products),4,2016,83.0,17.0
Other manufacturing groups (including tobacco products),1,2017,80.6,19.4
Other manufacturing groups (including tobacco products),2,2017,81.4,18.6
Other manufacturing groups (including tobacco products),3,2017,78.7,21.3
Other manufacturing groups (including tobacco products),4,2017,82.3,17.7
Other manufacturing groups (including tobacco products),1,2018,78.5,21.5
Other manufacturing groups (including tobacco products),2,2018,75.0,25.0
Other manufacturing groups (including tobacco products),3,2018,80.4,19.6
Other manufacturing groups (including tobacco products),4,2018,83.7,16.3
Other manufacturing groups (including tobacco products),1,2019,76.9,23.1
Other manufacturing groups (including tobacco products),2,2019,79.6,20.4
Other manufacturing groups (including tobacco products),3,2019,81.3,18.7
Other manufacturing groups (including tobacco products),4,2019,80.3,19.7
Other manufacturing groups (including tobacco products),1,2020,81.3,18.7
Other manufacturing groups (including tobacco products),2,2020,28.4,71.6
Other manufacturing groups (including tobacco products),3,2020,75.9,24.1
Other manufacturing groups (including tobacco products),4,2020,62.7,37.3
Other manufacturing groups (including tobacco products),1,2021,74.1,25.9
Other manufacturing groups (including tobacco products),2,2021,76.9,23.1
Other manufacturing groups (including tobacco products),3,2021,83.9,16.1
Other manufacturing groups (including tobacco products),4,2021,82.3,17.7
Furniture,4,2003,82.7,17.3
Furniture,1,2004,78.7,21.3
Furniture,2,2004,86.5,13.5
Furniture,3,2004,85.9,14.1
